AoA,AoS,dPb,pBar,temp,NONE1,NONE2,NONE3,NONE4,NONE5,NONE6,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,pInf,nu,J_M1,J_M2,B16zeroed1,B16zeroed2,B16zeroed3,B16zeroed4,B16zeroed5,B16zeroed6,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CY,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,rudder
4,5,421.71,101957,287.6,1234.1,-3058.8,308.1,1842.2,522.8,1734.3,1234.1,-3058.8,308.1,1842.2,522.8,1734.3,0,1.2350104014774,988.427815435201,40.0084908138102,456263.167210355,77.68,98.43,0,5.33,0,101957,1.44666208212476e-05,2.53465730177423,2.00032692473658,1230.7,-3051.9,308.2,1843,520.5,1724.2,11.3144894770289,-27.4303056392971,144.946916887674,-3.99866681921849,-5.16202332104773,-11.2711505698252,0.0527097292655933,-0.12778693964542,0.675250329459673,-0.0133383532835866,-0.145762378039008,-0.0375971780119981,0.677282298440647,0.00547824913661837,0.12778693964542,0.675250329459673,0.0636465184704821,0.122706716155967,-0.0466126075005627,-0.160618771691303,-0.160618771691303,-0.0407571243072466,0
4,5,421.36,101959,287.75,771.9,-3064.3,357.4,1965,134.4,1679.2,771.9,-3064.3,357.4,1965,134.4,1679.2,0,1.2343908215193,987.601069069265,40.0017905567973,455773.125620226,98.43,98.43,6.64,6.09,0,101959,1.44797498092777e-05,1.99999192823376,1.99999192823376,768.5,-3057.4,357.5,1965.8,132.1,1669.1,7.06261749223571,-28.198080701358,145.959383275804,-3.60661766579072,-5.71520630534838,-10.9130249998603,0.0329294832424097,-0.131473667793036,0.680536227671527,-0.012040666007503,-0.161517952935769,-0.0364330520535064,0.681175520257757,-0.0146225388212338,0.131473667793036,0.680536227671527,0.0442628617852504,0.128103377223809,-0.0464358706864999,-0.170799225532538,-0.170799225532538,-0.0395835055641513,0
4,0,421.36,101955,287.76,919,-381.9,1045.1,1241.6,242.9,176.9,919,-381.9,1045.1,1241.6,242.9,176.9,0,1.23429949971373,987.601069069265,40.0032703306179,455743.95532509,98.43,98.43,6.43,6.18,0,101955,1.44812122776513e-05,2.00006591331433,2.00006591331433,924.9,-368,1046.9,1242.8,236.3,167.4,8.49660584443536,-3.80877128188891,146.384404072504,-0.801568687733892,-5.87440731014861,-1.09686957876144,0.0396154598602119,-0.0177584118407961,0.682517888892454,-0.00267603104776571,-0.166017146670313,-0.00366189085605821,0.683618744403942,-0.00809108260536385,0.0177584118407961,0.682517888892454,0.0396154598602119,0.0177584118407961,-0.00740714030261455,-0.177182881622858,-0.177182881622858,-0.00416966666201722,0
4,0,420.96,101959,287.81,1349.9,-536.8,945.8,1154.9,629.7,339.3,1349.9,-536.8,945.8,1154.9,629.7,339.3,0,1.23413348699551,986.656229961915,39.986819358604,455433.756139605,80.1,98.43,0,6.17,0,101959,1.4485116215077e-05,2.45674816903354,1.99924340485204,1355.8,-522.9,947.6,1156.1,623.1,329.8,12.4607137753423,-4.27713975316752,144.483782149312,-1.10324385278093,-5.03726965049819,-2.15445364580868,0.0581537652447364,-0.0199612787524927,0.674301336205108,-0.00368669839072742,-0.142495050111185,-0.00719951511071492,0.676715373638796,0.010975222140778,0.0199612787524927,0.674301336205108,0.0581537652447364,0.0199612787524927,-0.0087879456515145,-0.158885861463785,-0.158885861463785,-0.00779499355385626,0
4,-4.995,421.15,101955,287.82,1247,2413.5,1787.7,376.2,530.9,-1236.1,1247,2413.5,1787.7,376.2,530.9,-1236.1,0,1.23404219316804,987.105026691562,39.9973920656818,455508.174783988,80.47,98.43,0,6.32,0,101955,1.44865790179097e-05,2.44609866258675,1.99977201440979,1251.05,2398.1,1787.75,374.65,532.25,-1224.6,11.4910424310321,23.1547020646062,145.764070863687,1.53645151877088,-5.20197956825576,7.99742579338964,0.0536039564777414,0.108013145819942,0.679967109815439,0.00513200951782652,-0.147087484170564,0.0267127630051225,0.682049967093576,0.00604127209117763,-0.108013145819942,0.679967109815438,0.0628049605940339,-0.102935711707694,0.033625786185703,-0.162195918416946,-0.162195918416946,0.0289933083282093,0
4,-10,421.24,101954,287.83,785.7,5519.1,2814.5,-387.9,109.3,-2770.5,785.7,5519.1,2814.5,-387.9,109.3,-2770.5,0,1.23398721580094,987.317615782244,40.0025899580063,455534.773657025,78.48,98.43,0,6.67,0,101954,1.44876156450406e-05,2.50844979048315,2.00003189634377,771.6,5487.7,2812.6,-389.8,114.3,-2749.3,7.07247675047826,53.638741913895,151.367709560903,4.70100133802782,-5.99279839594229,17.9425588546629,0.0329849191399473,0.250162655491047,0.705955188884542,0.0156987634156445,-0.169411630818481,0.0599182953325428,0.706536429171541,-0.0163403750632149,-0.250162655491047,0.705955188884542,0.0759240933478413,-0.240634351542562,0.0818181634399662,-0.178708528187522,-0.178708528187522,0.0654796839463883,0
4,-10,421.26,101950,287.84,1139.3,5642.5,2746.7,-463.8,419.5,-2901.1,1139.3,5642.5,2746.7,-463.8,419.5,-2901.1,0,1.23389593339852,987.364857904199,40.0050266718201,455516.522284736,78.46,82.02,0,1.59,0,101950,1.44890786589844e-05,2.50924205020338,2.40033078833159,1125.2,5611.1,2744.8,-465.7,424.5,-2879.9,10.3259164710289,53.9996661184813,150.178908427146,4.93971246119417,-5.39413230573016,18.7915694803906,0.0481561460440837,0.251833899221367,0.700377295056514,0.0164951382290497,-0.152480521907616,0.0627505221315857,0.702030414103739,-0.000817010300951444,-0.251833899221367,0.700377295056514,0.0911550436539496,-0.239645749420479,0.0828849297342056,-0.166053474612484,-0.166053474612484,0.0683794254382911,0
4,-5,421.02,101951,287.89,1622.7,2560,1722.9,284.7,870.1,-1380.3,1622.7,2560,1722.9,284.7,870.1,-1380.3,0,1.23369373435364,986.797954884022,39.9968177100745,455286.955454088,80.5,82.02,0,0.87,0,101951,1.44934097743959e-05,2.44515196056112,2.39983824463753,1626.75,2544.6,1722.95,283.15,871.45,-1368.8,14.947764068206,23.7165577624467,144.514445214203,1.68489827317938,-4.44334697971701,8.93497175414924,0.0697507328204284,0.11066854389462,0.674347575385442,0.00562959821101991,-0.12567602294589,0.0298536130064137,0.677570463747016,0.0225407146041482,-0.11066854389462,0.674347575385442,0.0791307093656621,-0.104168239747196,0.0346496768442699,-0.145335474033087,-0.145335474033087,0.0321979303785972,0
4,0,421.23,101949,287.89,1737.8,-412.7,870,1055.5,993.3,230.4,1737.8,-412.7,870,1055.5,993.3,230.4,0,1.23366953265411,987.293994735148,40.0072615898394,455396.905149675,80.18,82.02,0,0.48,0,101949,1.44936941010647e-05,2.45555163221822,2.40046488504337,1743.7,-398.8,871.8,1056.7,986.7,220.9,16.0295670199675,-3.63763538238434,142.674275903682,-0.824313726138304,-4.08276666610861,-1.44628669040854,0.0747611679242373,-0.0169657651595218,0.665426301659754,-0.00275282112113572,-0.115419318596242,-0.00482991902515779,0.669020432080507,0.0281612611362779,0.0169657651595218,0.665426301659754,0.0747611679242373,0.0169657651595218,-0.00717940018807012,-0.136490975689969,-0.136490975689969,-0.00531896322588107,0
4,0,421.3,101945,287.92,1696.8,-388.8,882.5,1061.6,953.8,210.3,1696.8,-388.8,882.5,1061.6,953.8,210.3,0,1.23349259134911,987.459342259167,40.0134811732113,455365.497405221,82.01,82.02,0.6,0.49,0,101945,1.44969471337321e-05,2.40113081401222,2.40083806458354,1702.7,-374.9,884.3,1062.8,947.2,200.8,15.6523675741827,-3.50424048894234,142.843863446756,-0.786215788150854,-4.19727794370579,-1.31526070580042,0.0729897029649207,-0.0163408807768754,0.666105693846439,-0.00262515223318488,-0.118636669797064,-0.00439161821867382,0.669574598153048,0.0263467193733363,0.0163408807768754,0.666105693846438,0.0729897029649206,0.0163408807768754,-0.00690692012862421,-0.139209034233752,-0.139209034233752,-0.00486272285002024,0
4,5,421.1,101940,287.92,1541.9,-3093.3,179.1,1805.1,839.5,1697.7,1541.9,-3093.3,179.1,1805.1,839.5,1697.7,0,1.23343209340457,986.986921965103,40.0048894564006,455245.391988392,82.02,82.02,0.9,0.41,0,101940,1.4497658186662e-05,2.40032255530631,2.40032255530631,1538.5,-3086.4,179.2,1805.9,837.2,1687.6,14.1468539480746,-28.4293661047325,142.548384654113,-3.57386289890847,-4.04172714306608,-11.0369519598545,0.0660008080876228,-0.132634516707271,0.665045996324664,-0.0119387386579508,-0.114294684720479,-0.0368697089833258,0.668029961339167,0.0194487698550532,0.132634516707271,0.665045996324664,0.0773095149042594,0.126377452876922,-0.0466301236761654,-0.132897208390798,-0.132897208390798,-0.0400326492232092,0
4,10,420.91,101942,287.95,1096.8,-5593.8,-438.9,2763.9,332.8,2877.7,1096.8,-5593.8,-438.9,2763.9,332.8,2877.7,0,1.23332778524161,986.538126114668,39.9974843269014,455085.781114838,82.02,82.02,1.43,0.86,0,101942,1.45000583678295e-05,2.39987824213351,2.39987824213351,1092.8,-5577.5,-437,2766.4,324.2,2858.3,10.0519093118814,-53.7338919490941,151.147215682482,-4.66175312610379,-6.37703822640537,-18.7155719947333,0.0469175655062235,-0.250804430999597,0.705483821315819,-0.015579996381959,-0.180416223406094,-0.0625491174836069,0.70703810211096,-0.00240878698380321,0.250804430999597,0.705483821315819,0.0897565146568584,0.238846998387494,-0.0816966145425589,-0.193640078509876,-0.193640078509876,-0.0680956187244465,0
4,10,420.78,101940,287.97,1232.3,-5657,-467.6,2737.4,446.6,2945.2,1232.3,-5657,-467.6,2737.4,446.6,2945.2,0,1.23321793358004,986.231057194644,39.9930401689736,454970.128624003,72.47,82.02,0,0.86,0,101940,1.45021327288759e-05,2.71582920606936,2.39961158941534,1228.3,-5640.7,-465.7,2739.9,438,2925.8,11.2984284895141,-53.9099277910272,150.558558701693,-4.81391975068057,-6.21689667571319,-19.1557971881899,0.0527521479238983,-0.251704428455539,0.702955049652412,-0.0160935601332242,-0.175940335558161,-0.0640403226298898,0.704922490303456,0.00358798087849058,0.251704428455539,0.702955049652412,0.0956587395755026,0.238720158255521,-0.0823579551001805,-0.190808685035211,-0.190808685035211,-0.0696293241551843,0
4,5,420.18,101938,287.98,1610,-2999.1,191.7,1758.5,893.4,1649.1,1610,-2999.1,191.7,1758.5,893.4,1649.1,0,1.2331509164031,984.813836293447,39.9653806405194,454618.491454121,77.62,81.99,0,0.42,0,101938,1.45033122453173e-05,2.53388331405825,2.39882940403954,1606.6,-2992.2,191.8,1759.3,891.1,1639,14.7732516756588,-27.5256357895066,141.784212227671,-3.58271247221928,-4.00277720118794,-10.718978118283,0.0690752930285342,-0.128701615575238,0.662940442731579,-0.0119947104741896,-0.113443003671485,-0.0358865078079615,0.666144001996867,0.0226626414991046,0.128701615575238,0.662940442731578,0.0800295255824429,0.12219155860248,-0.0456487441866579,-0.132912080048422,-0.132912080048422,-0.0389833855038998,0
4,10,106.11,101930,287.15,559.3,-1435.2,-183.5,678,280.1,812.4,559.3,-1435.2,-183.5,678,280.1,812.4,0,1.23661825246963,247.542770911395,20.0088577014447,228759.612145503,36.43,41.01,0,0.19,0,101930,1.44302310232086e-05,2.70295876752157,2.40109212145357,555.3,-1418.9,-181.6,680.5,271.5,793,5.10782782175731,-12.8574413761415,37.3518604980702,0.414905679637552,-1.84957446009204,-5.18180291007152,0.0950138207323064,-0.239169109182806,0.694804739162247,0.00552625712070607,-0.208541269485569,-0.0690180362314964,0.699740058829654,0.0463152432957153,0.239169109182806,0.694804739162247,0.135101627264305,0.219036616180913,-0.0569190644358957,-0.235321196889392,-0.235321196889392,-0.0728203849879336,20
4,5,106.15,101927,287.12,576.4,-799.2,-7.5,452.1,338.6,495.3,576.4,-799.2,-7.5,452.1,338.6,495.3,0,1.23671106177117,247.636088598712,20.0118778352569,228829.905257221,39.02,41.01,0,0,0,101927,1.44279757005702e-05,2.52392749267195,2.40145454191806,573,-792.3,-7.4,452.9,336.3,485.2,5.26934711272695,-6.65695357089436,35.6466987266646,0.437915457069682,-1.1827644949148,-3.16803077274067,0.0979814029403459,-0.123783390281804,0.662836111706241,0.00583053349436741,-0.133307561567996,-0.0421800811856521,0.668056313413772,0.0515056153444168,0.123783390281804,0.662836111706241,0.108396987440597,0.114772715161831,-0.0260450644861419,-0.160923910825856,-0.160923910825856,-0.0438941444848389,20
4,0,106.19,101925,287.11,534.7,-511.2,95,351.6,332.5,333.9,534.7,-511.2,95,351.6,332.5,333.9,0,1.23672986879057,247.729406434106,20.0154958735363,228880.956715883,40.27,41.02,0,0,0,101925,1.44273654856786e-05,2.44602572809915,2.40130317090572,540.6,-497.3,96.8,352.8,325.9,324.4,4.97072942690742,-3.93377548801294,35.6318692487133,0.00042694370411247,-1.00477746989777,-2.11724196895778,0.0923939092385193,-0.0731194285966814,0.662310781903222,5.68231109991657e-06,-0.113204259282634,-0.0281789552709946,0.667142499430043,0.0459683776510327,0.0731194285966814,0.662310781903222,0.0923939092385193,0.0731194285966814,-0.0185873926555065,-0.139245756855225,-0.139245756855225,-0.0294069037199693,20
4,-4.995,106.04,101923,287.07,565.5,-116.8,211.1,230.5,347.7,127.6,565.5,-116.8,211.1,230.5,347.7,127.6,0,1.23687792246206,247.379465314903,20.0001568791551,228757.719004855,40.4,41.01,0,0.19,0,101923,1.44240754274988e-05,2.43628635874951,2.40004801008242,569.55,-132.2,211.15,228.95,349.05,139.1,5.23629703341859,-0.394366780558456,35.6055210995829,-0.127983384161305,-0.98571143975916,-0.905900853732852,0.0974678550817054,-0.00734069972944516,0.662757240182201,-0.00170577560365894,-0.111213265126447,-0.0120739390176128,0.667941810729083,0.0509988202619449,0.00734069972944516,0.662757240182201,0.0964585554399286,0.0157992319176729,-0.00292334304300208,-0.13868486939598,-0.13868486939598,-0.0122484496112242,20
4,-10,106.1,101923,287.05,574.9,407.2,418.7,75,285.7,-113.4,574.9,407.2,418.7,75,285.7,-113.4,0,1.23696410103182,247.519441512703,20.0051175740855,228842.801156156,39.21,41.01,0,0.27,0,101923,1.44222889709269e-05,2.51084880801407,2.4006433007128,560.8,375.8,416.8,73.1,290.7,-92.2,5.15443254658689,4.85651000103945,37.2071115520485,-0.446122236906757,-1.65783582548708,0.607524677595233,0.0958897806723893,0.0903474193568221,0.692177409236159,-0.00594260015938882,-0.186940175083078,0.00809257182726951,0.697180232823778,0.047372342712416,-0.0903474193568221,0.692177409236159,0.110121664169031,-0.0723237533766016,0.0189100240656443,-0.213966994396133,-0.213966994396133,0.00939195532626541,20
4,-10,106.07,101919,287.02,497.8,384.7,434.9,89.9,219.7,-87.9,497.8,384.7,434.9,89.9,219.7,-87.9,0,1.23704484128851,247.449453372156,20.0016362971263,228836.514379186,39.22,49.21,0,0.81,0,101919,1.44201753655381e-05,2.50977178719357,2.00026924392871,483.7,353.3,433,88,224.7,-66.7,4.44503545287859,4.81142003810432,37.4921656133151,-0.512478631710937,-1.76690261839666,0.441871056891822,0.0827159975191761,0.0895339108437976,0.697677647509241,-0.00682843561122588,-0.199295070495367,0.00588763681790352,0.701748116134229,0.0338469730061694,-0.0895339108437976,0.69767764750924,0.097006756112442,-0.0738102073233684,0.0179514237047956,-0.222608819922824,-0.222608819922824,0.00712552284685994,20
4,-5,106,101921,286.97,488.3,-218.9,214.9,256.3,285.2,201.4,488.3,-218.9,214.9,256.3,285.2,201.4,0,1.23728465614492,247.2861480348,19.9930972767604,228814.168268604,40.38,49.21,0,0.77,0,101921,1.44154268412527e-05,2.43663265863573,1.99941529680372,492.35,-234.3,214.95,254.75,286.55,212.9,4.52610530750823,-1.11393646559114,35.885959961032,-0.526868808440942,-1.04870390695603,-1.38679628497918,0.0842802171306091,-0.0207425149905339,0.668229369837884,-0.007024811163073,-0.118365064058079,-0.0184903373810597,0.67248068743147,0.037461590265438,0.0207425149905339,0.668229369837884,0.0821516761590794,0.0280090883816105,-0.011549976373397,-0.142119693426106,-0.142119693426106,-0.0192509814721567,20
4,0,106.1,101919,286.97,442.6,-554.4,111.3,371.7,257.7,372.6,442.6,-554.4,111.3,371.7,257.7,372.6,0,1.23726037685692,247.519441512703,20.0027222061855,228919.830106346,40.22,49.21,0,0.75,0,101919,1.4415709721321e-05,2.44750356873141,2.00037784056853,448.5,-540.5,113.1,372.9,251.1,363.1,4.12334730797765,-4.1464432207001,36.0260674042678,-0.15933591450108,-1.08270368029818,-2.36898105209109,0.0767081275047196,-0.0771377891571649,0.670206016018473,-0.0021224443719186,-0.122087369838669,-0.0315561655822326,0.673924316330133,0.0297700620019077,0.0771377891571649,0.670206016018473,0.0767081275047196,0.0771377891571649,-0.021604580973543,-0.143707783269333,-0.143707783269333,-0.0329863557343154,20
4,5,106.14,101918,286.94,403,-1258.3,-64.4,566.3,215.2,772.7,403,-1258.3,-64.4,566.3,215.2,772.7,0,1.23737759334004,247.612759163,20.0055448504126,228992.445163837,38.81,49.21,0,0.75,0,101918,1.44131720010316e-05,2.53678135789904,2.00066011989559,399.6,-1251.4,-64.3,567.1,212.9,762.6,3.67472467515504,-10.5620266202503,36.1374708311317,-0.897776014451358,-1.10458710971905,-4.97888599939057,0.0683364741041568,-0.196415166421058,0.672025133294419,-0.0119543766279865,-0.124508038808272,-0.0662965789533783,0.675155025307192,0.0212919063217738,0.196415166421058,0.672025133294419,0.0851951429051771,0.189711831256162,-0.0625259838158815,-0.143768876878331,-0.143768876878331,-0.0704966759674804,20
4,10,106.08,101918,286.91,481.9,-1454.8,-163.5,697.3,206.6,834.7,481.9,-1454.8,-163.5,697.3,206.6,834.7,0,1.23750697651874,247.472782743084,19.9988439100466,228958.299702959,36.38,49.21,0,0.76,0,101918,1.44104930228083e-05,2.70531906078428,1.99998999047616,477.9,-1438.5,-161.6,699.8,198,815.3,4.39565507039653,-12.8957251165175,37.9557595226812,0.365718758918367,-2.05250445555822,-5.32659700585962,0.081789385453727,-0.239949089582456,0.706237909042645,0.00487249891450613,-0.231487267151471,-0.0709666581113381,0.710222888110562,0.0323254844622426,0.239949089582456,0.706237909042645,0.122213543047767,0.222101146012486,-0.057654605401148,-0.254539848217809,-0.254539848217809,-0.0748155688668437,20
4,10,106.17,101915,286.91,323.3,-1523.6,-132.5,738,58.2,897.6,323.3,-1523.6,-132.5,738,58.2,897.6,0,1.23747054997063,247.682747497899,20.0076204469298,229052.036115897,36.32,61.52,0,2.15,0,101915,1.44109172143313e-05,2.71097739674701,1.60049900926287,319.3,-1507.3,-130.6,740.5,49.6,878.2,2.93643444629587,-13.2189135403924,38.7061403044755,0.187390446548901,-2.43982860785071,-5.73566396801192,0.0545915385931246,-0.245754108221219,0.719589621654291,0.00249450078599215,-0.274937515503254,-0.076351908754638,0.721644850730912,0.0042625217994003,0.245754108221219,0.719589621654291,0.0964369235021506,0.232540829918128,-0.0612833308773089,-0.290324302700306,-0.290324302700306,-0.0804408284036408,20
4,5,106.07,101915,286.89,319.4,-914.1,40.1,520.9,100.3,596.8,319.4,-914.1,40.1,520.9,100.3,596.8,0,1.23755681791653,247.449453372156,19.9974985357379,228964.533458969,38.87,61.52,0,2.16,0,101915,1.44091312797646e-05,2.53184683547139,1.59968931233376,316,-907.2,40.2,521.7,98,586.7,2.90479738199641,-7.24031320029885,36.9296006585037,0.174755946095108,-1.78254701840291,-3.82825277542081,0.054054284963537,-0.134732272681006,0.687209087269429,0.00232850630592222,-0.201059656596288,-0.0510089122997865,0.689305716781665,0.00598532878929047,0.134732272681006,0.687209087269429,0.065591283387409,0.129508434351979,-0.0320011505104403,-0.216295017263105,-0.216295017263105,-0.0531169445684866,20
4,0,106.14,101918,286.89,275.8,-587.8,150,404,102.4,421.6,275.8,-587.8,150,404,102.4,421.6,0,1.23759324700405,247.612759163,20.0038017668036,229043.44529545,40.18,61.53,0,2.21,0,101918,1.44087071408114e-05,2.45007233281969,1.59993346875825,281.7,-573.9,151.8,405.2,95.8,412.1,2.58859156085054,-4.07636540837861,36.5627316056045,-0.184414284533942,-1.48028245917696,-2.68687883904362,0.048138360231529,-0.0758055266159478,0.679933432411017,-0.0024555766442999,-0.166856071606058,-0.0357772552158496,0.681635111004574,0.000591338979698437,0.0758055266159478,0.679933432411017,0.048138360231529,0.0758055266159478,-0.0212678659768125,-0.180424011326864,-0.180424011326864,-0.0371736749549075,20
4,-4.995,106.1,101918,286.87,318.9,-190,260.2,280.7,134.8,208.3,318.9,-190,260.2,280.7,134.8,208.3,0,1.23767952951856,247.519441512703,19.9993348575136,229020.68377294,40.37,61.52,0,2.17,0,101918,1.44069213416066e-05,2.43799661905835,1.59983620792239,322.95,-205.4,260.25,279.15,136.15,219.8,2.96734886238492,-0.568854044567465,36.4626221213565,-0.287085992267525,-1.35762285939828,-1.43016662885126,0.0552026685810384,-0.0105825983898645,0.67832740197023,-0.00382414755927952,-0.153087688859744,-0.0190506272350203,0.680525774013126,0.00775047004939425,0.0105825983898645,0.67832740197023,0.0540716111828854,0.0153488394100655,-0.00546139852125087,-0.168646724857913,-0.168646724857913,-0.0193851887671108,20
4,-10,106.16,101919,286.86,342.1,342,465.6,120.2,84.9,-38,342.1,342,465.6,120.2,84.9,-38,0,1.23773481958666,247.659418043678,20.0045422232704,229096.761437343,39.23,61.52,0,2.17,0,101919,1.44058871252323e-05,2.50949656669309,1.60025276839028,328,310.6,463.7,118.3,89.9,-16.8,3.01244794779682,4.74437797555631,37.9197952058357,-0.585335954478976,-2.00671577419101,0.117764475803891,0.056009988627621,0.0882115014303866,0.705037011442437,-0.00779259865397182,-0.226152533633746,0.0015678027099018,0.707226636018711,0.00669265533305537,-0.0882115014303866,0.705037011442437,0.0704768375192572,-0.0771453380571603,0.0169191286302186,-0.241939115183419,-0.241939115183419,0.00274420237336529,20
4,10,421.86,101914,287.37,349.9,-7949.5,-755.2,3464.7,-390.4,4641.4,349.9,-7949.5,-755.2,3464.7,-390.4,4641.4,0,1.23547757865621,988.782138776888,40.0080947518087,456715.234404425,71.87,123.03,0,16.48,0,101914,1.44521583589748e-05,2.73953290771948,1.60034325024627,345.9,-7933.2,-753.3,3467.2,-399,4622,3.18071546806236,-69.5793115872441,157.00596363268,-4.83964229308035,-8.52117032358456,-30.2304731740196,0.0148123849185492,-0.3240263255065,0.731166553936287,-0.0161378103032038,-0.240529902116702,-0.100803656947115,0.730418728698859,-0.0362272978288837,0.3240263255065,0.731166553936287,0.0708539324487037,0.316531493890851,-0.100172103527664,-0.244704816773737,-0.244704816773737,-0.107545757014787,20
4,5,421.63,101916,287.48,652.6,-5171.5,-35.8,2468.8,-27,3267.8,652.6,-5171.5,-35.8,2468.8,-27,3267.8,0,1.23502907752092,988.238843837748,40.0043636637083,456371.043655564,77.15,123.03,0,16.69,0,101916,1.44617092402449e-05,2.55180646045057,1.60019400490743,649.2,-5164.6,-35.7,2469.6,-29.3,3257.7,5.96539590038134,-42.2349100535701,148.821337913707,-3.85135937071947,-6.65964488640024,-21.2780627257468,0.0277957330585883,-0.196793357089255,0.693432297059601,-0.0128494364206586,-0.188087352162396,-0.0709908081359317,0.693682063159049,-0.0206433677733003,0.196793357089255,0.693432297059601,0.0448416331074582,0.193621941192054,-0.0631977449175583,-0.195921662031296,-0.195921662031296,-0.0752263299293277,20
4,0,421.43,101918,287.53,801.1,-2340.1,659.5,1677.8,147.6,1688.5,801.1,-2340.1,659.5,1677.8,147.6,1688.5,0,1.23483854426665,987.766417435476,39.9978859435162,456165.069861277,79.8,123.03,0,16.84,0,101918,1.44658964113669e-05,2.46666653984347,1.59993489294895,807,-2326.2,661.3,1679,141,1679,7.41205742797491,-16.4177544592371,147.185671054133,-0.773662801866314,-5.972224632594,-10.9494290224704,0.0345529633828777,-0.0765350341887577,0.686138923212205,-0.002582435094993,-0.168753317309404,-0.0365484675100723,0.686877816163481,-0.0133938376811717,0.0765350341887577,0.686138923212204,0.0345529633828776,0.0765350341887577,-0.0215457313662783,-0.178492172602755,-0.178492172602755,-0.0379623915244871,20
4,-4.995,421.18,101913,287.57,711.3,761.1,1508.5,848.4,103.6,-14.4,711.3,761.1,1508.5,848.4,103.6,-14.4,0,1.23460621088708,987.175889638495,39.9896901400259,455936.480056381,80.21,123.03,0,17.01,0,101913,1.44701834466244e-05,2.45355512032059,1.59960705682285,715.35,745.7,1508.55,846.85,104.95,-2.9,6.56305172278732,11.8503067607185,147.135381334433,1.80117039316395,-5.55108887655226,0.0402520455534027,0.0306134353941861,0.0552759014775021,0.686314793930591,0.00601578373824877,-0.156947384283711,0.000134439030305206,0.686778450888929,-0.0173360372988323,-0.0552759014775021,0.686314793930591,0.035309981607139,-0.0524005048610033,0.0215334771962269,-0.165575871919711,-0.165575871919711,0.00163621098024258,20
4,-10,421.29,101914,287.63,291.2,3836.8,2508.6,81.1,-266.3,-1528.5,291.2,3836.8,2508.6,81.1,-266.3,-1528.5,0,1.23436078218001,987.435721156543,39.9989284879908,455877.21209972,78.3,123.03,0,17.01,0,101914,1.4475408005832e-05,2.51398621343251,1.59997659523503,277.1,3805.4,2506.7,79.2,-261.3,-1507.3,2.52357272485022,42.1078666737825,152.176864575809,5.09649675613787,-6.06596396026766,9.86133168469213,0.0117681385241138,0.196360977867757,0.709644071224346,0.017017465296742,-0.171459452561723,0.0329274946602892,0.708736317779405,-0.0377627960919016,-0.196360977867757,0.709644071224346,0.0456870800287014,-0.191334297583981,0.0698892127076286,-0.174776337336221,-0.174776337336221,0.0377225099694641,20
4,-10,421.54,101910,287.69,976.6,4059.4,2392.6,-53.4,310.9,-1758.9,976.6,4059.4,2392.6,-53.4,310.9,-1758.9,0,1.23405490953415,988.02625149861,40.0158455053735,455883.08379688,78.32,98.43,0,6.05,0,101910,1.44813436683891e-05,2.51440722101719,2.00069464137018,962.5,4028,2390.7,-55.3,315.9,-1737.7,8.8297203426887,42.8228904718614,151.001145946646,5.53136635794992,-5.21932482274462,11.3590839260594,0.041150891285752,0.19957598224596,0.703740492304455,0.0184584783180499,-0.147440326247502,0.0379058971678357,0.704896756902597,-0.00803980539129705,-0.19957598224596,0.703740492304455,0.0751817224046697,-0.189398197349708,0.0718833908603321,-0.15903882710497,-0.15903882710497,0.0428278921746661,20
4,-4.995,421.38,101908,287.75,1427.7,965.1,1377.5,706.4,720.6,-236.6,1427.7,965.1,1377.5,706.4,720.6,-236.6,0,1.23377337792043,987.648311413337,40.012755760397,455670.020461571,80.3,98.43,0,5.71,0,101908,1.44869962201608e-05,2.45221878097372,2.00054016165996,1431.75,949.7,1377.55,704.85,721.95,-225.1,13.1544734649081,12.3699017384737,145.55824583387,2.15037298682538,-4.49222578430278,1.48401444023056,0.061329853147097,0.0576719592075218,0.678633459952223,0.00717866068224844,-0.126949119154845,0.00495413408708205,0.681258497242564,0.0138413795762162,-0.0576719592075218,0.678633459952223,0.0661183695130778,-0.0521130212021012,0.0230310073976876,-0.144235120310337,-0.144235120310337,0.00654862792827737,20
4,0,421.06,101906,287.78,1525.4,-2161.9,501.4,1545,786.8,1449.3,1525.4,-2161.9,501.4,1545,786.8,1449.3,0,1.23362055066136,986.892438350523,39.9999188935646,455430.501132901,79.88,98.42,0,5.53,0,101906,1.44899650463455e-05,2.46432141405788,2.00010155004007,1531.3,-2148,503.2,1546.2,780.2,1439.8,14.0764834479867,-16.518715394257,145.058242401179,-0.490447803097574,-4.70612125628987,-9.39713512965407,0.0656787885676781,-0.07707388139928,0.676820291649525,-0.00163853200097481,-0.133095610484987,-0.0313947917192719,0.679753112126203,0.0183062014357902,0.07707388139928,0.676820291649525,0.0656787885676781,0.07707388139928,-0.0211151355469572,-0.151607371997755,-0.151607371997755,-0.0327912329829254,20
