AoA,AoS,dPb,pBar,temp,NONE1,NONE2,NONE3,NONE4,NONE5,NONE6,B1,B2,B3,B4,B5,B6,rpmWT,rho,q,V,Re,rpsM1,rpsM2,iM1,iM2,dPtQ,pInf,nu,J_M1,J_M2,B16zeroed1,B16zeroed2,B16zeroed3,B16zeroed4,B16zeroed5,B16zeroed6,FX,FY,FZ,MX,MY,MZ,CFX,CFY,CFZ,CMX,CMY,CMZ,CN,CT,CY,CL,CD,CYaw,CMroll,CMpitch,CMpitch25c,CMyaw,rudder,CT_actual,Thrust,Drag_unc,CD_unc,CD_0,epsilon
4,5,422.08,101966,287.22,496.8,-3359.7,457.9,2030,-161.8,2027.4,496.8,-3359.7,457.9,2030,-161.8,2027.4,0,1.23675351607705,999.598136262753,40.2055622490791,457256.680107587,77.53,123.03,0,17.08,0,101966,1.44313880728474e-05,2.52578291442212,1.59167641514385,493.4,-3352.8,458,2030.8,-164.1,2017.3,4.53068515890048,-28.6222494923216,148.827532901366,-4.61541123950969,-6.88872212979171,-13.1766964754528,0.0210880225937882,-0.133221935051784,0.692716060888993,-0.0153820263955685,-0.192346226397975,-0.043462335501541,0.692499665474834,-0.0272847764829069,0.118785654046819,0.676970381590426,0.0336103707426713,0.129528949497014,-0.0414387539182743,-0.201791822781947,-0.200291822781947,-0.0382789089917557,0,0.304448846752511,9.71660055584565,2.72909159712378,0.00275860364434764,0.0255734440310872,0.0051903613573404
4,10,422.31,101969,287.28,168.2,-6018.1,-215.8,3007.1,-573.7,3313.3,168.2,-6018.1,-215.8,3007.1,-573.7,3313.3,0,1.2365315929705,1000.14709531077,40.2202094939286,457266.903089697,72.28,123.03,0,17.01,0,101969,1.44363228003576e-05,2.7102281373285,1.59225627705522,164.2,-6001.8,-213.9,3009.6,-582.3,3293.9,1.50767735185894,-55.139904127284,157.466820560248,-5.7845211625748,-9.12043535212654,-21.5472962083161,0.00701361536828612,-0.256507188700627,0.732525239113517,-0.0192677997013607,-0.254520127693455,-0.0710331148978573,0.731230089523916,-0.0441018470553791,0.192602645358475,0.716369507012177,0.0523778825879989,0.248802909876821,-0.0674354744315113,-0.2768458956088,-0.2591458956088,-0.0573234250115688,0,0.304448846752511,9.71485700860489,6.83582713254043,0.00690595628090809,0.0255734440310872,0.0051903613573404
4,10,421.76,101960,287.51,-997,-5420.5,44.7,3135.6,-1504.5,2754.9,-997,-5420.5,44.7,3135.6,-1504.5,2754.9,0,1.23543335051239,996.271715588354,40.1600493436785,456479.607927844,123.02,123.03,17.56,16.89,0,101960,1.4458149818783e-05,1.59409375349814,1.59396418398229,-1001,-5404.2,46.6,3138.1,-1513.1,2735.5,-9.21159300444503,-52.491625058062,158.439171168506,-5.11265385306438,-9.88212773911229,-17.9021657456919,-0.042908039632836,-0.244508493514254,0.738017217283855,-0.017052242359,-0.276849092192713,-0.0592460947114638,0.733226330895108,-0.0942849964450146,0.181192418635746,0.723661577888425,0.00164471313110935,0.246319698237002,-0.0626931763161472,-0.284618995271199,-0.266918995271199,-0.0452020570589491,0,0.304448846752511,19.4124572507802,1.43524201861488,0.00145187187084028,-0.0246511734039285,0.00390004968816449
4,10,421.72,101958,287.54,386.1,-5463,-248.3,2885.5,-311.9,2781.1,386.1,-5463,-248.3,2885.5,-311.9,2781.1,0,1.2352802225031,1001.07882723595,40.2593159820653,456392.480226752,98.44,98.43,6.39,5.45,0,101958,1.44611150775728e-05,1.98727580062145,1.9874776979902,382.1,-5446.7,-246.4,2888,-320.5,2761.7,3.51321961759777,-52.840959835906,154.445894560275,-4.82027678083237,-7.83840375746857,-18.0809202414473,0.0163663088746213,-0.246159239682609,0.719485113349964,-0.0160786134621256,-0.218539424593962,-0.0595503351223471,0.71887413977034,-0.0338623030499153,0.181935033761669,0.701819424726643,0.0595924692886081,0.236555568989061,-0.0621440625319738,-0.243644141500404,-0.225944141500404,-0.0455358029280681,0,0.155538715899697,6.34722330443229,6.99437805641909,0.00707609680670531,0.0396154598602119,0.00636719059467812
4,10,421.63,101958,287.57,877.6,-5709.4,-362.7,2813.7,99.8,3019.3,877.6,-5709.4,-362.7,2813.7,99.8,3019.3,0,1.23515135507369,1001.81106178998,40.2761379444092,456282.584861642,72.44,98.43,0,5.41,0,101958,1.44637969124133e-05,2.69911738147508,1.98642754357467,873.6,-5693.1,-360.8,2816.2,91.2,2999.9,8.03479143043155,-53.8347450234205,153.146926068314,-5.18610334402301,-7.27110895075635,-19.6355016334444,0.0374380714224569,-0.250842731469424,0.713587353936741,-0.0173025933899126,-0.202574730846228,-0.0646231514999042,0.714460638853538,-0.0124304633569255,0.186382995377659,0.695337764034721,0.0808156742891541,0.237272178819449,-0.0643191967888224,-0.233608871624081,-0.215908871624081,-0.0507590544587744,0,0.155538715899697,3.1732805733499,9.77518906839567,0.00989152483668268,0.0581537652447364,0.0068434548847018
4,5,421.71,101957,287.6,1234.1,-3058.8,308.1,1842.2,522.8,1734.3,1234.1,-3058.8,308.1,1842.2,522.8,1734.3,0,1.2350104014774,1002.00262867472,40.2822871156995,456263.167210355,77.68,98.43,0,5.33,0,101957,1.44666208212476e-05,2.51742938733657,1.98673082198826,1230.7,-3051.9,308.2,1843,520.5,1724.2,11.3144894770289,-27.4303056392971,144.946916887674,-3.99866681921849,-5.16202332104773,-11.2711505698252,0.0527097292655933,-0.12778693964542,0.675250329459673,-0.0133383532835866,-0.143787635655503,-0.0370878233903232,0.677282298440647,0.00547824913661837,0.113034552195667,0.657520117384159,0.0641302915238398,0.121044324554006,-0.0383126075005627,-0.162118771691303,-0.160618771691303,-0.0317214698046549,0,0.155538715899697,3.17291844339148,10.7261860465439,0.0108517646701607,0.0581537652447364,0.0068434548847018
4,5,421.36,101959,287.75,771.9,-3064.3,357.4,1965,134.4,1679.2,771.9,-3064.3,357.4,1965,134.4,1679.2,0,1.2343908215193,1000.21759599538,40.2564895814008,455773.125620226,98.43,98.43,6.64,6.09,0,101959,1.44797498092777e-05,1.98733816734619,1.98733816734619,768.5,-3057.4,357.5,1965.8,132.1,1669.1,7.06261749223571,-28.198080701358,145.959383275804,-3.60661766579072,-5.71520630534838,-10.9130249998603,0.0329294832424097,-0.131473667793036,0.680536227671527,-0.012040666007503,-0.159480600653202,-0.0359734934693804,0.681175520257757,-0.0146225388212338,0.116781789505416,0.663361831809773,0.0450452523188196,0.126487509122167,-0.0381358706864999,-0.172299225532538,-0.170799225532538,-0.0305926863726268,0,0.155538715899697,6.34265330764248,5.88660091133842,0.00596050479864918,0.0396154598602119,0.00636719059467812
4,0,421.36,101955,287.76,919,-381.9,1045.1,1241.6,242.9,176.9,919,-381.9,1045.1,1241.6,242.9,176.9,0,1.23429949971373,1000.21759599538,40.2579787772234,455743.95532509,98.43,98.43,6.43,6.18,0,101955,1.44812122776513e-05,1.98741168433011,1.98741168433011,924.9,-368,1046.9,1242.8,236.3,167.4,8.49660584443536,-3.80877128188891,146.384404072504,-0.801568687733892,-5.87440731014861,-1.09686957876144,0.0396154598602119,-0.0177584118407961,0.682517888892454,-0.00267603104776571,-0.163923042537823,-0.00361570056229521,0.683618744403942,-0.00809108260536385,0.0190154904279791,0.66531849678763,0.0385870640723731,0.0175344111013055,-0.00700714030261455,-0.170982881622858,-0.177182881622858,-0.00786913902239553,0,0.155538715899697,6.34218407007034,4.35107768469106,0.00440570370057579,0.0396154598602119,0.00636719059467812
4,0,420.96,101959,287.81,1349.9,-536.8,945.8,1154.9,629.7,339.3,1349.9,-536.8,945.8,1154.9,629.7,339.3,0,1.23413348699551,1000.20671270247,40.2604673528673,455433.756139605,80.1,98.43,0,6.17,0,101959,1.4485116215077e-05,2.4400497983223,1.98565466672372,1355.8,-522.9,947.6,1156.1,623.1,329.8,12.4607137753423,-4.27713975316752,144.483782149312,-1.10324385278093,-5.03726965049819,-2.15445364580868,0.0581537652447364,-0.0199612787524927,0.674301336205108,-0.00368669839072742,-0.140564572448293,-0.00710197836755057,0.676715373638796,0.010975222140778,0.021170528167006,0.656583980788677,0.0568443191464603,0.0196908496903999,-0.0083879456515145,-0.152685861463785,-0.158885861463785,-0.0114379082653524,0,0.155538715899697,3.17066552460672,10.3882284812909,0.0105287213173447,0.0581537652447364,0.0068434548847018
4,-4.995,421.15,101955,287.82,1247,2413.5,1787.7,376.2,530.9,-1236.1,1247,2413.5,1787.7,376.2,530.9,-1236.1,0,1.23404219316804,1000.6616730909,40.271112413789,455508.174783988,80.47,98.43,0,6.32,0,101955,1.44865790179097e-05,2.42947267593537,1.98617968335385,1251.05,2398.1,1787.75,374.65,532.25,-1224.6,11.4910424310321,23.1547020646062,145.764070863687,1.53645151877088,-5.20197956825576,7.99742579338964,0.0536039564777414,0.108013145819942,0.679967109815439,0.00513200951782652,-0.145094789670224,0.0263508669795745,0.682049967093576,0.00604127209117763,-0.0701497275156835,0.662172996298362,0.0600869504412452,-0.101541171392009,0.023125786185703,-0.158695918416946,-0.162195918416946,0.011830826797702,0,0.155538715899697,3.17043097770039,10.9131435652912,0.011055706606893,0.0581537652447364,0.0068434548847018
4,-10,421.24,101954,287.83,785.7,5519.1,2814.5,-387.9,109.3,-2770.5,785.7,5519.1,2814.5,-387.9,109.3,-2770.5,0,1.23398721580094,1000.87718182545,40.2763458776551,455534.773657025,78.48,98.43,0,6.67,0,101954,1.44876156450406e-05,2.49140000693594,1.98643779888583,771.6,5487.7,2812.6,-389.8,114.3,-2749.3,7.07247675047826,53.638741913895,151.367709560903,4.70100133802782,-5.99279839594229,17.9425588546629,0.0329849191399473,0.250162655491047,0.705955188884542,0.0156987634156445,-0.167116495872573,0.0591065413056642,0.706536429171541,-0.0163403750632149,-0.235823910593614,0.687808997129624,0.0547864612435239,-0.23737431380641,0.0757181634399662,-0.138808528187522,-0.178708528187522,0.0567996126835049,0,0.155538715899697,3.1702897329774,8.81123405081717,0.00892441693531022,0.0581537652447364,0.0068434548847018
4,-10,421.26,101950,287.84,1139.3,5642.5,2746.7,-463.8,419.5,-2901.1,1139.3,5642.5,2746.7,-463.8,419.5,-2901.1,0,1.23389593339852,1004.06502609704,40.3419281267213,455516.522284736,78.46,82.02,0,1.59,0,101950,1.44890786589844e-05,2.48828699583024,2.38028526813997,1125.2,5611.1,2744.8,-465.7,424.5,-2879.9,10.3259164710289,53.9996661184813,150.178908427146,4.93971246119417,-5.39413230573016,18.7915694803906,0.0481561460440837,0.251833899221367,0.700377295056514,0.0164951382290497,-0.149944381024502,0.0617068205320392,0.702030414103739,-0.000817010300951444,-0.236729879061096,0.680172933424166,0.0696153166501939,-0.235659827973161,0.0767849297342056,-0.126153474612484,-0.166053474612484,0.0594734979826242,0,-0.0110235602094237,-0.156003648618887,10.2403556845512,0.0103713997946895,0.0747611679242373,0.00842147807236726
4,-5,421.02,101951,287.89,1622.7,2560,1722.9,284.7,870.1,-1380.3,1622.7,2560,1722.9,284.7,870.1,-1380.3,0,1.23369373435364,1003.39796106395,40.3318297626264,455286.955454088,80.5,82.02,0,0.87,0,101951,1.44934097743959e-05,2.42484156596881,2.37990424360509,1626.75,2544.6,1722.95,283.15,871.45,-1368.8,14.947764068206,23.7165577624467,144.514445214203,1.68489827317938,-4.44334697971701,8.93497175414924,0.0697507328204284,0.11066854389462,0.674347575385442,0.00562959821101991,-0.123596865085774,0.0293597210715786,0.677570463747016,0.0225407146041482,-0.0725481325204169,0.654635241003844,0.0759814039231673,-0.10244490215767,0.0241496768442699,-0.141835474033087,-0.145335474033087,0.014946498994444,0,-0.0110235602094237,-0.155978084235462,14.9766845852862,0.0151770527200235,0.0729897029649206,0.00837596768273612
4,0,421.23,101949,287.89,1737.8,-412.7,870,1055.5,993.3,230.4,1737.8,-412.7,870,1055.5,993.3,230.4,0,1.23366953265411,1003.99296435703,40.3441818660537,455396.905149675,80.18,82.02,0,0.48,0,101949,1.44936941010647e-05,2.43504495452843,2.38041824499012,1743.7,-398.8,871.8,1056.7,986.7,220.9,16.0295670199675,-3.63763538238434,142.674275903682,-0.824313726138304,-4.08276666610861,-1.44628669040854,0.0747611679242373,-0.0169657651595218,0.665426301659754,-0.00275282112113572,-0.113499600268084,-0.00474958512448257,0.669020432080507,0.0281612611362779,0.018158632278724,0.645803264396905,0.0730195462601442,0.0166835811133494,-0.00677940018807012,-0.130290975689969,-0.136490975689969,-0.00896729155556254,0,-0.0110235602094237,-0.155975024371719,16.1315190996621,0.0163391240964547,0.0747611679242373,0.00842147807236726
4,0,421.3,101945,287.92,1696.8,-388.8,882.5,1061.6,953.8,210.3,1696.8,-388.8,882.5,1061.6,953.8,210.3,0,1.23349259134911,1004.0704743585,40.3486327983919,455365.497405221,82.01,82.02,0.6,0.49,0,101945,1.44969471337321e-05,2.3811860763898,2.3808957586531,1702.7,-374.9,884.3,1062.8,947.2,200.8,15.6523675741827,-3.50424048894234,142.843863446756,-0.786215788150854,-4.19727794370579,-1.31526070580042,0.0729897029649207,-0.0163408807768754,0.666105693846439,-0.00262515223318488,-0.116673969524374,-0.00431896420461488,0.669574598153048,0.0263467193733363,0.0175457249736511,0.646529711430651,0.0712833496345013,0.0160705406601844,-0.00650692012862421,-0.133009034233752,-0.139209034233752,-0.00851940857350644,0,-0.0110235602094237,-0.311905306738177,15.8562424882456,0.0160576155489792,0.0729897029649206,0.00837596768273612
4,5,421.1,101940,287.92,1541.9,-3093.3,179.1,1805.1,839.5,1697.7,1541.9,-3093.3,179.1,1805.1,839.5,1697.7,0,1.23343209340457,1003.59010696669,40.3399691176388,455245.391988392,82.02,82.02,0.9,0.41,0,101940,1.4497658186662e-05,2.38038453139883,2.38038453139883,1538.5,-3086.4,179.2,1805.9,837.2,1687.6,14.1468539480746,-28.4293661047325,142.548384654113,-3.57386289890847,-4.04172714306608,-11.0369519598545,0.0660008080876228,-0.132634516707271,0.665045996324664,-0.0119387386579508,-0.112403817341517,-0.036259744222857,0.668029961339167,0.0194487698550532,0.117458617022031,0.645487545323224,0.0773936361283001,0.124286690706611,-0.0383301236761654,-0.134397208390798,-0.132897208390798,-0.0309126340431869,0,-0.0110235602094237,-0.311890009013585,14.2046827153468,0.014391966498467,0.0729897029649206,0.00837596768273612
4,10,420.91,101942,287.95,1096.8,-5593.8,-438.9,2763.9,332.8,2877.7,1096.8,-5593.8,-438.9,2763.9,332.8,2877.7,0,1.23332778524161,1003.13376143108,40.3325019630143,455085.781114838,82.02,82.02,1.43,0.86,0,101942,1.45000583678295e-05,2.37994390886612,2.37994390886612,1092.8,-5577.5,-437,2766.4,324.2,2858.3,10.0519093118814,-53.7338919490941,151.147215682482,-4.66175312610379,-6.37703822640537,-18.7155719947333,0.0469175655062235,-0.250804430999597,0.705483821315819,-0.015579996381959,-0.177431455109053,-0.0615143179553363,0.70703810211096,-0.00240878698380321,0.185779235569976,0.685256375388334,0.0897665758978208,0.234895563559896,-0.0627966145425589,-0.211340078509876,-0.193640078509876,-0.0475949717218801,0,-0.0110235602094237,-0.31186363328195,9.88086653196174,0.0100156965761435,0.0729897029649206,0.00837596768273612
4,10,420.78,101940,287.97,1232.3,-5657,-467.6,2737.4,446.6,2945.2,1232.3,-5657,-467.6,2737.4,446.6,2945.2,0,1.23321793358004,1002.91204842125,40.3298406798039,454970.128624003,72.47,82.02,0,0.86,0,101940,1.45021327288759e-05,2.693148911565,2.37957207536107,1228.3,-5640.7,-465.7,2739.9,438,2925.8,11.2984284895141,-53.9099277910272,150.558558701693,-4.81391975068057,-6.21689667571319,-19.1557971881899,0.0527521479238983,-0.251704428455539,0.702955049652412,-0.0160935601332242,-0.173013998000973,-0.0629751683507887,0.704922490303456,0.00358798087849058,0.186647495591066,0.682707813371318,0.0955631792943535,0.234749631755474,-0.0634579551001805,-0.208508685035211,-0.190808685035211,-0.0490988718543132,0,-0.0110235602094237,-0.155917927900808,11.2129147168859,0.0113694601636064,0.0747611679242373,0.00842147807236726
4,5,420.18,101938,287.98,1610,-2999.1,191.7,1758.5,893.4,1649.1,1610,-2999.1,191.7,1758.5,893.4,1649.1,0,1.2331509164031,1001.47085681942,40.3019482172373,454618.491454121,77.62,81.99,0,0.42,0,101938,1.45033122453173e-05,2.51272247681778,2.37879642213193,1606.6,-2992.2,191.8,1759.3,891.1,1639,14.7732516756588,-27.5256357895066,141.784212227671,-3.58271247221928,-4.00277720118794,-10.718978118283,0.0690752930285342,-0.128701615575238,0.662940442731579,-0.0119947104741896,-0.111556156512811,-0.0352896234422384,0.666144001996867,0.0226626414991046,0.113580528437934,0.643358751657597,0.0800620496285645,0.12015920061035,-0.0373487441866579,-0.134412080048422,-0.132912080048422,-0.0298780321303683,0,-0.0110235602094237,-0.155795423387293,14.8021383248645,0.0150303923232593,0.0747611679242373,0.00842147807236726
4,10,106.11,101930,287.15,559.3,-1435.2,-183.5,678,280.1,812.4,559.3,-1435.2,-183.5,678,280.1,812.4,0,1.23661825246963,252.231482136999,20.1974628301891,228759.612145503,36.43,41.01,0,0.19,0,101930,1.44302310232086e-05,2.67771837517005,2.37867057808937,555.3,-1418.9,-181.6,680.5,271.5,793,5.10782782175731,-12.8574413761415,37.3518604980702,0.414905679637552,-1.84957446009204,-5.18180291007152,0.0950138207323064,-0.239169109182806,0.694804739162247,0.00552625712070607,-0.204664712194011,-0.0677350653727199,0.699740058829654,0.0463152432957153,0.173973867624788,0.673350792013401,0.134097069737443,0.214964961713339,-0.0380190644358957,-0.253021196889392,-0.235321196889392,-0.052132934320431,20,-0.0282467445294668,-0.100156331170387,5.05289670609738,0.0204122167958846,0.108396987440597,0.00942608176631627
4,5,106.15,101927,287.12,576.4,-799.2,-7.5,452.1,338.6,495.3,576.4,-799.2,-7.5,452.1,338.6,495.3,0,1.23671106177117,252.32656735599,20.2005114320296,228829.905257221,39.02,41.01,0,0,0,101927,1.44279757005702e-05,2.50035890518652,2.37902961424965,573,-792.3,-7.4,452.9,336.3,485.2,5.26934711272695,-6.65695357089436,35.6466987266646,0.437915457069682,-1.1827644949148,-3.16803077274067,0.0979814029403459,-0.123783390281804,0.662836111706241,0.00583053349436741,-0.130829517768363,-0.0413959989669041,0.668056313413772,0.0515056153444168,0.108527764318753,0.641976426864187,0.10775677527483,0.112639214167375,-0.0177450644861419,-0.162423910825856,-0.160923910825856,-0.0346380644029946,20,-0.0282467445294668,-0.100163847992269,5.28791889023581,0.0213535875169017,0.108396987440597,0.00942608176631627
4,0,106.19,101925,287.11,534.7,-511.2,95,351.6,332.5,333.9,534.7,-511.2,95,351.6,332.5,333.9,0,1.23672986879057,252.200163223153,20.1952974722489,228880.956715883,40.27,41.02,0,0,0,101925,1.44273654856786e-05,2.42424841399874,2.37992402807726,540.6,-497.3,96.8,352.8,325.9,324.4,4.97072942690742,-3.93377548801294,35.6318692487133,0.00042694370411247,-1.00477746989777,-2.11724196895778,0.0923939092385193,-0.0731194285966814,0.662310781903222,5.68231109991657e-06,-0.11119748536041,-0.0276794264286022,0.667142499430043,0.0459683776510327,0.0732966486558206,0.642024211921495,0.0902662063483904,0.0718232391825588,-0.0181873926555065,-0.133045756855225,-0.139245756855225,-0.0326182443457963,20,-0.0282467445294668,-0.100214226410612,5.0362338167205,0.0203295760855104,0.0911549580501593,0.00898311987115517
4,-4.995,106.04,101923,287.07,565.5,-116.8,211.1,230.5,347.7,127.6,565.5,-116.8,211.1,230.5,347.7,127.6,0,1.23687792246206,251.843906738903,20.1798206858425,228757.719004855,40.4,41.01,0,0.19,0,101923,1.44240754274988e-05,2.41459575563625,2.37868004212885,569.55,-132.2,211.15,228.95,349.05,139.1,5.23629703341859,-0.394366780558456,35.6055210995829,-0.127983384161305,-0.98571143975916,-0.905900853732852,0.0974678550817054,-0.00734069972944516,0.662757240182201,-0.00170577560365894,-0.10924178559312,-0.0118599040854238,0.667941810729083,0.0509988202619449,0.0434564440567294,0.642462755826604,0.0929190984261418,0.0155191586518394,-0.0134233430430021,-0.13518486939598,-0.13868486939598,-0.0287299618235983,20,-0.0282467445294668,-0.100177362393001,5.25455713259975,0.0212408783643822,0.0911549580501593,0.00898311987115517
4,-10,106.1,101923,287.05,574.9,407.2,418.7,75,285.7,-113.4,574.9,407.2,418.7,75,285.7,-113.4,0,1.23696410103182,252.207710855827,20.1936874480836,228842.801156156,39.21,41.01,0,0.27,0,101923,1.44222889709269e-05,2.48740235007652,2.37822594846381,560.8,375.8,416.8,73.1,290.7,-92.2,5.15443254658689,4.85651000103945,37.2071115520485,-0.446122236906757,-1.65783582548708,0.607524677595233,0.0958897806723893,0.0903474193568221,0.692177409236159,-0.00594260015938882,-0.183465158840053,0.00794213964470033,0.697180232823778,0.047372342712416,-0.0777742952979598,0.670772301317109,0.0881052269122368,-0.0709793328012568,0.0128100240656443,-0.174066994396133,-0.213966994396133,0.00146422148579834,20,-0.0282467445294668,-0.100184342177874,5.09948606818479,0.0206023657657739,0.108396987440597,0.00942608176631627
4,-10,106.07,101919,287.02,497.8,384.7,434.9,89.9,219.7,-87.9,497.8,384.7,434.9,89.9,219.7,-87.9,0,1.23704484128851,251.195311231955,20.1524587515645,228836.514379186,39.22,49.21,0,0.81,0,101919,1.44201753655381e-05,2.49098847416508,1.98529908467292,483.7,353.3,433,88,224.7,-66.7,4.44503545287859,4.81142003810432,37.4921656133151,-0.512478631710937,-1.76690261839666,0.441871056891822,0.0827159975191761,0.0895339108437976,0.697677647509241,-0.00682843561122588,-0.19632315592191,0.00579983959532868,0.701748116134229,0.0338469730061694,-0.0772642939430357,0.678703521278574,0.0754889371456044,-0.0727095397038986,0.0118514237047956,-0.182708819922824,-0.222608819922824,-0.000762928046920296,20,0.119928849510002,0.612506433240818,4.78096690457648,0.0193209838996333,0.0767081275047196,0.00754050579651359
4,-5,106,101921,286.97,488.3,-218.9,214.9,256.3,285.2,201.4,488.3,-218.9,214.9,256.3,285.2,201.4,0,1.23728465614492,251.029533799498,20.1438553426661,228814.168268604,40.38,49.21,0,0.77,0,101921,1.44154268412527e-05,2.41839672411924,1.98445152854979,492.35,-234.3,214.95,254.75,286.55,212.9,4.52610530750823,-1.11393646559114,35.885959961032,-0.526868808440942,-1.04870390695603,-1.38679628497918,0.0842802171306091,-0.0207425149905339,0.668229369837884,-0.007024811163073,-0.116599988494554,-0.0182146070130465,0.67248068743147,0.037461590265438,0.0567829421474863,0.649694380236926,0.0790717510013247,0.0275914131338302,-0.022049976373397,-0.138619693426106,-0.142119693426106,-0.0357104020194315,20,0.119928849510002,0.612625174403171,4.41251603689413,0.0178437654998499,0.0767081275047196,0.00754050579651359
4,0,106.1,101919,286.97,442.6,-554.4,111.3,371.7,257.7,372.6,442.6,-554.4,111.3,371.7,257.7,372.6,0,1.23726037685692,251.266358843933,20.1535528489273,228919.830106346,40.22,49.21,0,0.75,0,101919,1.4415709721321e-05,2.42918627553989,1.98540686856766,448.5,-540.5,113.1,372.9,251.1,363.1,4.12334730797765,-4.1464432207001,36.0260674042678,-0.15933591450108,-1.08270368029818,-2.36898105209109,0.0767081275047196,-0.0771377891571649,0.670206016018473,-0.0021224443719186,-0.120266786756726,-0.0310855958479027,0.673924316330133,0.0297700620019077,0.0774651319959029,0.651641550407014,0.0750530181747503,0.0759875001952221,-0.021204580973543,-0.137507783269333,-0.143707783269333,-0.0362377927094526,20,0.119928849510002,0.612613152834026,3.72291662857054,0.015040905901444,0.0767081275047196,0.00754050579651359
4,5,106.14,101918,286.94,403,-1258.3,-64.4,566.3,215.2,772.7,403,-1258.3,-64.4,566.3,215.2,772.7,0,1.23737759334004,251.361089124765,20.1563967773196,228992.445163837,38.81,49.21,0,0.75,0,101918,1.44131720010316e-05,2.5177959032958,1.98568703529588,399.6,-1251.4,-64.3,567.1,212.9,762.6,3.67472467515504,-10.5620266202503,36.1374708311317,-0.897776014451358,-1.10458710971905,-4.97888599939057,0.0683364741041568,-0.196415166421058,0.672025133294419,-0.0119543766279865,-0.122651358388997,-0.065307955558569,0.675155025307192,0.0212919063217738,0.180483037513847,0.653433540764418,0.0852785148447164,0.186882823219656,-0.0542259838158815,-0.145268876878331,-0.143768876878331,-0.0609736645106538,20,0.119928849510002,0.612671191029245,3.56112687241524,0.0143818391445289,0.0767081275047196,0.00754050579651359
4,10,106.08,101918,286.91,481.9,-1454.8,-163.5,697.3,206.6,834.7,481.9,-1454.8,-163.5,697.3,206.6,834.7,0,1.23750697651874,251.218993759887,20.1496453084739,228958.299702959,36.38,49.21,0,0.76,0,101918,1.44104930228083e-05,2.68507225785983,1.98502192117335,477.9,-1438.5,-161.6,699.8,198,815.3,4.39565507039653,-12.8957251165175,37.9557595226812,0.365718758918367,-2.05250445555822,-5.32659700585962,0.081789385453727,-0.239949089582456,0.706237909042645,0.00487249891450613,-0.228035298263795,-0.0699083938755675,0.710222888110562,0.0323254844622426,0.175393997899528,0.68713613105451,0.121876589099261,0.218789144210458,-0.038754605401148,-0.272239848217809,-0.254539848217809,-0.0542936781801719,20,0.119928849510002,0.612735253403269,4.73171201937115,0.0191201309773262,0.0767081275047196,0.00754050579651359
4,10,106.17,101915,286.91,323.3,-1523.6,-132.5,738,58.2,897.6,323.3,-1523.6,-132.5,738,58.2,897.6,0,1.23747054997063,250.637612215592,20.1266124456424,229052.036115897,36.32,61.52,0,2.15,0,101915,1.44109172143313e-05,2.69494963152945,1.59103658350374,319.3,-1507.3,-130.6,740.5,49.6,878.2,2.93643444629587,-13.2189135403924,38.7061403044755,0.187390446548901,-2.43982860785071,-5.73566396801192,0.0545915385931246,-0.245754108221219,0.719589621654291,0.00249450078599215,-0.271696169733362,-0.0754517662767662,0.721644850730912,0.0042625217994003,0.181686580319946,0.702508666207772,0.0967673896796205,0.229799315236137,-0.0423833308773089,-0.308024302700306,-0.290324302700306,-0.0600247310502276,20,0.269728700618753,2.15372128624157,4.11765096742149,0.0166246983652199,0.048138360231529,0.00594733386852321
4,5,106.07,101915,286.89,319.4,-914.1,40.1,520.9,100.3,596.8,319.4,-914.1,40.1,520.9,100.3,596.8,0,1.23755681791653,250.401534881943,20.1164303360652,228964.533458969,38.87,61.52,0,2.16,0,101915,1.44091312797646e-05,2.51687812097954,1.59023167364231,316,-907.2,40.2,521.7,98,586.7,2.90479738199641,-7.24031320029885,36.9296006585037,0.174755946095108,-1.78254701840291,-3.82825277542081,0.054054284963537,-0.134732272681006,0.687209087269429,0.00232850630592222,-0.198689285764168,-0.0504075483069277,0.689305716781665,0.00598532878929047,0.120099481243872,0.670509878591674,0.0661540157258688,0.127981608829155,-0.0237011505104403,-0.217795017263105,-0.216295017263105,-0.0439921169191879,20,0.269728700618753,2.15387142889459,2.50543951224671,0.0101250557562502,0.048138360231529,0.00594733386852321
4,0,106.14,101918,286.89,275.8,-587.8,150,404,102.4,421.6,275.8,-587.8,150,404,102.4,421.6,0,1.23759324700405,250.566788917162,20.1227710545505,229043.44529545,40.18,61.53,0,2.21,0,101918,1.44087071408114e-05,2.43558708326962,1.59047438657197,281.7,-573.9,151.8,405.2,95.8,412.1,2.58859156085054,-4.07636540837861,36.5627316056045,-0.184414284533942,-1.48028245917696,-2.68687883904362,0.048138360231529,-0.0758055266159478,0.679933432411017,-0.0024555766442999,-0.164888940198432,-0.0353554631783389,0.681635111004574,0.000591338979698437,0.0763941415645945,0.663319999270497,0.0470358779175793,0.0749118256505438,-0.0208678659768125,-0.174224011326864,-0.180424011326864,-0.0404906202952008,20,0.269728700618753,2.15463512669246,1.18022805499935,0.00476642665341177,0.048138360231529,0.00594733386852321
